tconst	directors	writers
tt0930733	nm0453008	nm0201727,nm0122528,nm0318795,nm0011826,nm2871770,nm0424825,nm0036713,nm0353955,nm0672632,nm0043853
tt0930734	nm0453008	nm0201727,nm0122528,nm0318795,nm0011826,nm2871770,nm0424825,nm0036713,nm0353955,nm0672632,nm0043853
tt0930735	nm0453008	nm0201727,nm0122528,nm0318795,nm0011826,nm2871770,nm0424825,nm0036713,nm0353955,nm0672632,nm0043853
tt0930736	nm0453008	nm0201727,nm0122528,nm0318795,nm0011826,nm2871770,nm0424825,nm0036713,nm0353955,nm0672632,nm0043853
tt0930737	nm0453008	nm0201727,nm0122528,nm0318795,nm0011826,nm2871770,nm0424825,nm0036713,nm0353955,nm0672632,nm0043853
tt0930738	nm0224188	nm2068235,nm1649536,nm1975330,nm1976453
tt0930739	nm0224188	nm2068235,nm1649536,nm1975330,nm1976453
tt0930740	nm0224188	nm2068235,nm1649536,nm1975330,nm1976453
tt0930741	nm0224188	nm2068235,nm1649536,nm1975330,nm1976453
tt0930742	nm0224188	nm2068235,nm1649536,nm1975330,nm1976453
tt0930743	nm0224188	nm1649536,nm1975330,nm1976453
tt0930744	nm0224188	nm1649536,nm1975330,nm1976453
tt0930745	nm0224188	nm2068235,nm1649536,nm1975330,nm1976453
tt0930746	nm0224188	nm2068235,nm1649536,nm1975330,nm1976453
tt0930747	nm0224188	nm2068235,nm1649536,nm1975330,nm1976453
tt0930748	nm0224188	nm2068235,nm1649536,nm1975330,nm1976453
tt0930749	nm0224188	nm2068235,nm1649536,nm1975330,nm1976453
tt0930750	nm0224188	nm2068235,nm1649536,nm1975330,nm1976453
tt0930751	nm0224188	nm2068235,nm1649536,nm1975330,nm1976453
tt0930752	nm0224188	nm1649536,nm1975330,nm1976453
tt0930753	nm0224188	nm2068235,nm1649536,nm1975330,nm1976453
tt0930754	nm0224188	nm2068235,nm1649536,nm1975330,nm1976453
tt0930755	nm0224188	nm2068235,nm1649536,nm1975330,nm1976453
tt0930756	nm0224188	nm2068235,nm1649536,nm1975330,nm1976453
tt0930757	nm0477520	nm1038854,nm0933403
tt0930758	nm0156711	nm1038854,nm0933403
tt0930759	nm0086556	nm1038854,nm0933403
tt0930760	nm1482324	nm2499532,nm1482324
tt0930761	\N	\N
tt0930762	\N	\N
tt0930763	nm2137668	\N
tt0930764	nm0656494	\N
tt0930766	nm0169486	nm0169486
tt0930767	nm2497543	\N
tt0930768	nm0503410	nm0077220,nm0115367,nm0503410
tt0930769	nm1100592	\N
tt0930770	nm2501713	\N
tt0930771	\N	\N
tt0930772	nm1580693,nm2504679	nm1580693
tt0930773	nm1388099	\N
tt0930774	nm2498946	\N
tt0930775	nm0503410	\N
tt0930776	nm2500072	\N
tt0930777	\N	\N
tt0930778	nm2499323,nm2492164	\N
tt0930779	nm0656494	\N
tt0930780	nm1482324	\N
tt0930781	nm0534502	\N
tt0930782	nm0534502	\N
tt0930783	nm0173916	\N
tt0930784	nm0439137	nm0329825,nm0439137,nm0872707
tt0930785	nm1482324	\N
tt0930786	nm0449136,nm2500202	\N
tt0930787	nm2128184	\N
tt0930788	\N	\N
tt0930789	nm1482324	\N
tt0930790	nm0167461	\N
tt0930791	nm1508268	nm1508268
tt0930792	nm1445407,nm0706589	\N
tt0930793	nm0095414	\N
tt0930794	nm0420112	\N
tt0930795	nm0671321	nm0671321
tt0930796	nm0264590,nm0926526	nm0387671,nm0596429,nm0628008,nm0773759
tt0930797	nm0926526,nm0180902,nm0264590	nm0387671,nm0596429,nm0628008,nm0773759
tt0930798	nm0926526,nm0264590	nm0387671,nm0596429,nm0628008,nm0773759
tt0930799	\N	\N
tt0930800	\N	\N
tt0930801	\N	\N
tt0930802	nm2499953	nm0580582
tt0930803	nm0027413	nm0120607
tt0930804	nm0358759	nm2038702
tt0930805	nm0371601	nm0120607
tt0930806	nm0000750	nm2497711
tt0930807	nm0006960	nm0254110
tt0930808	nm0448813	nm0344467,nm0447461
tt0930809	nm0495148	nm0103730,nm0430210
tt0930810	nm0923396	nm0595590,nm0840380
tt0930811	nm0923396	nm0595590
tt0930813	\N	\N
tt0930814	nm1094679,nm0394815	nm1726537
tt0930815	\N	\N
tt0930816	\N	\N
tt0930817	\N	\N
tt0930818	\N	\N
tt0930819	nm0115185	\N
tt0930820	nm0579318	nm0046943,nm0806416,nm0367245,nm0975297,nm0231339,nm0013094,nm0031193,nm0097504,nm0134968,nm0338337,nm0482851,nm0485640,nm0759566,nm0766005,nm0770462,nm0842202,nm0897884,nm2062844
tt0930821	\N	nm0975297,nm0231339,nm0046943,nm0087782,nm0097504,nm0172558,nm0367245,nm0485640,nm0567912,nm0759566,nm0806416,nm0842202,nm1021683,nm1396743,nm2062844
tt0930822	\N	nm0975297,nm0231339,nm0046943,nm0087782,nm0097504,nm0172558,nm0367245,nm0485640,nm0567912,nm0759566,nm0806416,nm0842202,nm1021683,nm1396743,nm2062844
tt0930823	\N	nm0975297,nm0231339,nm0046943,nm0087782,nm0097504,nm0172558,nm0367245,nm0485640,nm0567912,nm0759566,nm0806416,nm0842202,nm1021683,nm1396743,nm2062844
tt0930824	\N	nm0975297,nm0231339,nm0046943,nm0087782,nm0097504,nm0172558,nm0367245,nm0485640,nm0567912,nm0759566,nm0806416,nm0842202,nm1021683,nm1396743,nm2062844
tt0930825	\N	nm0166018,nm5822256
tt0930827	nm0400532	nm0400491
tt0930828	nm0564969	nm0564969
tt0930829	nm1867906	nm0335386
tt0930830	nm1931109,nm2494847	\N
tt0930831	nm8447861	\N
tt0930832	\N	\N
tt0930833	\N	\N
tt0930834	nm0842611	nm0996410,nm0167872,nm0479525,nm0485374,nm1301093,nm1012917
tt0930835	nm0842611	nm0996410,nm0167872,nm0479525,nm0485374,nm1301093,nm1012917
tt0930836	nm0842611	nm0996410,nm0167872,nm0479525,nm0485374,nm1301093,nm1012917
tt0930837	nm0842611	nm0996410,nm0167872,nm0479525,nm0485374,nm1301093,nm1012917
tt0930838	nm0262883	nm0996410,nm0167872,nm0479525,nm0485374,nm1301093,nm1012917
tt0930839	nm0035840	nm0397273
tt0930840	nm0035840	nm0397273
tt0930841	nm0741887	\N
tt0930842	\N	\N
tt0930843	\N	\N
tt0930844	nm0454437	\N
tt0930845	nm0649685,nm0169394	nm0495399,nm0798649,nm0819883,nm0903636,nm0949782
tt0930846	\N	nm1219598,nm2057866,nm0573093
tt0930847	\N	nm1219598,nm2057866,nm0573093
tt0930848	\N	nm1219598,nm2057866,nm0573093
tt0930850	\N	nm1219598,nm0573093
tt0930851	nm0299563	nm0188520,nm0532623
tt0930852	nm0709428	nm0705638
tt0930853	nm0932055	\N
tt0930854	nm0822394	nm0691403
tt0930855	\N	\N
tt0930856	nm0954099	nm1189766,nm0954099
tt0930857	nm2505398	\N
tt0930858	nm0224683	nm0000636
tt0930859	\N	\N
tt0930860	nm1931109	nm1931109
tt0930861	nm0286272	nm1125072,nm1131792,nm0529481
tt0930862	nm2493388	\N
tt0930863	nm0709428	nm1126777
tt0930864	nm0465451	nm0613482
tt0930865	nm2510212	\N
tt0930866	\N	\N
tt0930867	\N	\N
tt0930868	nm1062836	nm1062836
tt0930869	nm2511602	nm2509590
tt0930870	nm0193303	\N
tt0930871	nm0932055	\N
tt0930872	nm0381076	\N
tt0930873	nm1336202	nm1336202
tt0930874	nm2458905	nm2458905
tt0930875	nm0612586	\N
tt0930876	nm0758145	nm0673826
tt0930877	nm0381076	\N
tt0930878	\N	nm0682772
tt0930879	nm2493388	nm2493388
tt0930880	nm1931109,nm0357172	nm0357172,nm1931109
tt0930881	nm0709428	nm0709428
tt0930882	\N	\N
tt0930883	nm0794181	nm1888116,nm2497713
tt0930884	nm1931109	\N
tt0930885	nm0664639	nm2490221
tt0930886	nm0115185	nm0047143
tt0930887	nm0709428	nm0229227
tt0930888	nm1231459	nm0618965
tt0930889	\N	\N
tt0930890	nm0709428	nm0709428
tt0930892	nm0193303	\N
tt0930893	nm1676041	nm1676041
tt0930895	nm2272326	nm2272326
tt0930896	nm2486206	nm2486206
tt0930897	nm2485260	nm1791489
tt0930898	nm2486246	nm2486246
tt0930899	nm1676041	nm1676041
tt0930900	nm2488979	\N
tt0930901	nm0538376	nm0538376
tt0930902	nm4444775	nm4444775,nm2489830
tt0930903	nm2490094	nm2490094
tt0930904	nm2485642	nm2487349,nm2485642
tt0930905	nm2486877	nm2486877,nm2772373
tt0930906	nm2272326	nm2272326
tt0930907	nm1676041	nm1676041
tt0930908	nm2465185	nm2465185
tt0930909	nm2204821	nm2204821,nm1771591,nm2159374
tt0930910	nm1564819	nm2507377
tt0930911	nm0806661	\N
tt0930912	nm1406426	\N
tt0930913	nm1310406,nm1533436	nm1533436,nm1310406
tt0930914	nm1310406,nm1533436	nm1533436
tt0930915	nm1533436	nm1533436
tt0930916	nm1310406	nm1533436,nm1310406
tt0930917	nm1533436	nm1533436
tt0930918	nm1533436	nm1533436
tt0930919	nm0998740	nm0190840,nm1065282,nm1829799,nm0429557,nm2689295,nm1064551,nm2769564,nm0845131,nm0953360
tt0930920	nm0998740	nm0190840,nm1065282,nm1829799,nm0429557,nm2689295,nm1064551,nm2769564,nm0845131,nm0953360
tt0930921	nm0998740	nm1220524,nm0190840,nm1065282,nm1829799,nm6812715,nm0429557,nm2689295,nm1064551,nm2769564,nm0953360
tt0930922	nm0998740	nm0190840,nm1065282,nm0998774,nm1829799,nm0429557,nm2689295,nm1064551,nm2769564,nm0845131,nm0953360
tt0930923	nm0998740	nm1064673,nm1220524,nm0190840,nm1065282,nm1829799,nm6812715,nm0429557,nm2689295,nm1064551,nm2769564,nm0953360
tt0930924	\N	nm0190840,nm0429557,nm2769564,nm0953360
tt0930925	nm0998740	nm2645953,nm0190840,nm1829799,nm0429557,nm2689295,nm1064551,nm2769564,nm0845131,nm0953360
tt0930926	nm0998740	nm1220524,nm0190840,nm1065282,nm0998774,nm1829799,nm6812715,nm0429557,nm2689295,nm1064551,nm2769564,nm0953360
tt0930927	nm0602600	nm1691015,nm0603800,nm0945814,nm1160246,nm1272478,nm1539607
tt0930928	nm0551739	nm2235407,nm1863397,nm0266780,nm0575699
tt0930929	nm1212506	\N
tt0930930	nm0126645	\N
tt0930931	nm2237065	\N
tt0930932	nm0778068,nm2510450	\N
tt0930933	nm4045463	\N
tt0930934	\N	nm1493223,nm2488186
tt0930935	\N	nm1493223,nm2488186
tt0930936	\N	nm1493223,nm2488186
tt0930937	\N	nm1493223,nm2488186
tt0930938	\N	nm1493223,nm2488186
tt0930939	\N	nm1493223,nm2488186
tt0930940	\N	nm1493223,nm2488186
tt0930941	\N	nm1493223,nm2488186
tt0930942	\N	nm1493223,nm2488186
tt0930943	nm0576261	\N
tt0930944	nm0576261	\N
tt0930945	nm0576261	\N
tt0930946	nm0576261	\N
tt0930947	nm0576261	\N
tt0930948	nm0576261	\N
tt0930949	nm0576261	\N
tt0930950	nm0576261	\N
tt0930951	nm0576261	\N
tt0930952	nm0576261	\N
tt0930953	nm0576261	\N
tt0930954	nm0576261	\N
tt0930955	\N	nm0070591
tt0930956	\N	\N
tt0930957	\N	\N
tt0930958	\N	\N
tt0930959	\N	\N
tt0930960	\N	\N
tt0930961	\N	\N
tt0930962	\N	\N
tt0930963	\N	nm0070591
tt0930964	\N	nm0070591
tt0930965	\N	nm0070591
tt0930966	\N	nm0070591
tt0930967	\N	nm0070591
tt0930968	\N	\N
tt0930969	\N	\N
tt0930970	\N	\N
tt0930971	nm0008352	nm1158993
tt0930972	nm0008352	nm1158993
tt0930973	nm0008352	nm1158993
tt0930974	nm0008352	nm1158993
tt0930975	nm0008352	nm1158993
tt0930976	nm0008352	nm1158993
tt0930977	nm0008352	nm1158993
tt0930978	nm0008352	nm1158993
tt0930979	nm0008352	nm1158993
tt0930980	nm0008352	nm1158993
tt0930981	nm0008352	nm1158993
tt0930990	\N	nm0914844
tt0930991	\N	nm0914844
tt0930992	\N	nm0914844
tt0930993	\N	nm0914844
tt0930994	\N	nm0914844
tt0930995	\N	\N
tt0930996	nm0475866,nm0756903,nm0948400,nm0645109	nm1164647,nm6056589,nm0594496,nm0945448
tt0930997	\N	nm0819983
tt0931000	nm2083582,nm1163103	nm2050635,nm2037442,nm1758536
tt0931001	nm1163103,nm2083582	nm2050635,nm2037442,nm1758536
tt0931002	nm0943288,nm1061993	nm1061993,nm0943288
tt0931003	nm0943288,nm1061993	nm1061993,nm0943288
tt0931004	nm1061993,nm0943288	nm1061993,nm0943288
tt0931005	nm0422377	nm1363662,nm0422377,nm0468189
tt0931006	nm0229210	nm0468999
tt0931007	nm0222097	nm1644603
tt0931008	nm0222097	nm1644603
tt0931009	nm0222097	nm1644603
tt0931010	nm0222097	nm1644603
tt0931011	nm0222097	nm1644603
tt0931012	nm0222097	nm1644603
tt0931013	nm0222097	nm1644603
tt0931014	nm0222097	nm1644603
tt0931015	nm0222097	nm1644603
tt0931016	nm0222097	nm1644603
tt0931017	nm0222097	nm1644603
tt0931018	nm0222097	nm1644603
tt0931019	nm0222097	nm1644603
tt0931020	nm0945506	nm1108327
tt0931021	nm1829961	nm1108327
tt0931022	nm1829961	nm1108327
tt0931023	nm1829961	nm1108327
tt0931024	nm1829961	nm1108327
tt0931025	nm1829961	nm1108327
tt0931026	nm0945506	nm1108327,nm2588337
tt0931027	nm1829961	nm1108327
tt0931028	nm1829961	nm1108327
tt0931029	nm1829961	nm1108327
tt0931030	nm1829961	nm1108327
tt0931031	nm0945506	nm1108327
tt0931032	nm1829961	nm1108327
tt0931033	\N	nm4832978
tt0931034	nm0407024,nm2495096	nm2935951,nm0257939,nm0425061,nm0722676,nm4471158
tt0931035	nm2511059,nm1204803,nm2254726	nm1335351,nm2498952,nm6818506
tt0931036	nm2511059,nm2254726,nm1204803	nm1335351,nm2498952,nm6818506
tt0931037	nm2254726,nm2511059,nm1204803	nm1335351,nm2498952,nm6818506
tt0931038	nm0585254,nm2254726,nm2511059,nm1190091	nm1335351,nm2498952,nm6818506
tt0931039	nm2254726,nm1190091,nm0585254,nm2511059	nm1335351,nm2498952,nm6818506
tt0931040	nm0585254,nm1190091,nm2254726	nm1335351,nm2498952,nm6818506
tt0931041	nm0585254,nm2254726,nm1190091,nm2511059	nm1335351,nm2498952,nm6818506
tt0931042	nm2254726,nm1190091,nm0585254	nm1335351,nm2498952,nm6818506
tt0931043	nm2511059,nm2254726,nm1190091	nm1335351,nm2498952,nm6818506
tt0931044	nm1204803,nm2254726,nm2511059	nm1335351,nm2498952,nm6818506
tt0931045	nm0419400	nm1181712,nm0613618
tt0931046	nm0419400	nm1181712
tt0931047	nm0229210	nm0548644
tt0931048	nm0100187,nm0848222,nm0051678,nm1163899	nm0140092,nm0279006,nm0345742,nm0705107,nm0722865
tt0931049	nm0100187,nm1163899,nm0848222,nm0051678	nm0140092,nm0279006,nm0345742,nm0705107,nm0722865
tt0931050	nm1163899,nm0848222,nm0100187,nm0051678	nm0140092,nm0279006,nm0345742,nm0705107,nm0722865
tt0931051	nm0181884,nm0905354,nm0799173,nm1043728,nm1117414,nm0004000	nm2478534,nm0518353,nm2476784,nm0586091,nm0895693
tt0931052	nm1043728,nm0181884,nm1117414,nm0799173,nm0905354,nm0004000	nm2478534,nm0518353,nm2476784,nm0586091,nm0895693
tt0931053	nm1995590	nm2424881,nm1995590,nm2423330,nm2426739,nm2426216,nm2422945,nm1818405,nm2422652,nm0893377,nm1012432
tt0931054	nm0596571	nm0748337
tt0931055	nm3155547	\N
tt0931056	nm3155547	\N
tt0931057	nm3155547	\N
tt0931058	nm0948927	nm0700578,nm1306714,nm4253323
tt0931059	nm0410963	nm0700578,nm1306714
tt0931060	nm0586736	nm0700578,nm3189247
tt0931061	nm0948927	nm0700578,nm2358088
tt0931062	nm0948927	nm0700578,nm1051833
tt0931063	nm1339532	nm0700578,nm4253415
tt0931064	nm0847453	nm0700578,nm4258939
tt0931065	nm1339532	nm0700578,nm1051833
tt0931066	nm0586736	nm0700578
tt0931067	nm0959675	nm0144887,nm0190264,nm0952608
tt0931068	\N	\N
tt0931069	nm0088216	nm1802623
tt0931070	nm1105619	nm1093704
tt0931071	nm0088216	nm1593808
tt0931072	nm0088216	\N
tt0931073	nm0300467	\N
tt0931074	nm0300467	\N
tt0931075	nm0088216	\N
tt0931076	nm1105619	nm1093704
tt0931077	nm0088216	\N
tt0931078	nm0088216	\N
tt0931079	nm0300467	\N
tt0931080	nm0300467	\N
tt0931081	nm1105619	\N
tt0931082	nm0088216	nm0088216
tt0931083	nm0088216	\N
tt0931084	nm0088216	nm0937079
tt0931085	nm1105619	\N
tt0931086	nm0300467	\N
tt0931087	nm0300467	\N
tt0931088	nm0088216	\N
tt0931089	nm0088216	\N
tt0931090	nm0300467	\N
tt0931091	nm0300467	\N
tt0931092	nm1105619	\N
tt0931093	nm0088216	nm8118796
tt0931094	nm0300467	\N
tt0931096	nm0302087	\N
tt0931097	nm0302087	\N
tt0931098	\N	\N
tt0931099	\N	\N
tt0931100	\N	\N
tt0931101	\N	\N
tt0931102	\N	\N
tt0931103	\N	\N
tt0931104	\N	\N
tt0931105	\N	\N
tt0931106	\N	\N
tt0931107	nm0745599	nm0401554,nm1033445
tt0931108	nm0745599	nm2952524,nm0401554
tt0931109	nm0169060	nm1303948,nm0401554
tt0931110	nm0169060	nm1303948,nm0401554
tt0931111	nm0008352	nm1158993
tt0931112	nm1495201,nm0591115	nm11116836,nm0734472,nm8581443,nm0826451,nm5665734
tt0931113	nm3638275	nm3761464
tt0931114	nm1635371	nm3761464
tt0931115	nm3638275	nm3761464
tt0931116	nm3638275	nm3761464
tt0931117	nm3638275	nm3761464
tt0931118	\N	nm3761464
tt0931119	nm1635371	nm3761464
tt0931120	nm3638275	nm3761464
tt0931121	nm1635371	nm3761464
tt0931122	\N	nm3761464
tt0931123	nm3638275	nm3761464
tt0931124	nm0605448	nm2166099,nm1138389
tt0931125	nm1519019,nm1234589	nm1041858
tt0931126	\N	\N
tt0931127	\N	\N
tt0931128	\N	\N
tt0931129	\N	\N
tt0931130	\N	\N
tt0931131	\N	\N
tt0931132	\N	\N
tt0931133	\N	\N
tt0931134	\N	\N
tt0931135	\N	\N
tt0931136	\N	\N
tt0931137	\N	\N
tt0931138	\N	\N
tt0931139	\N	\N
tt0931140	\N	\N
tt0931141	\N	\N
tt0931142	\N	\N
tt0931143	\N	\N
tt0931144	\N	\N
tt0931145	\N	\N
tt0931146	nm0679528	nm0516015,nm1046706,nm0375967,nm1563079,nm0824488,nm0898733,nm0191814,nm0679528
tt0931147	nm0679528	nm2673006,nm0191814,nm0505799,nm1046706,nm1563079,nm0679528
tt0931148	nm0679528	nm2673006,nm0191814,nm0505799,nm1046706,nm1563079,nm0679528
tt0931149	nm0679528	nm2673006,nm0191814,nm0505799,nm1046706,nm1563079,nm0679528
tt0931150	nm0679528	nm2673006,nm0191814,nm0505799,nm1046706,nm0680670,nm7894091,nm1563079,nm0679528
tt0931151	nm0679528	nm2673006,nm0191814,nm0505799,nm1046706,nm0680670,nm0937471,nm1563079,nm0679528
tt0931152	nm1019499	nm1398560
tt0931153	nm1019499	nm1398560
tt0931154	nm1019499	nm1398560
tt0931155	nm1019499	nm1398560
tt0931156	nm1019499	nm1398560
tt0931157	nm1019499	nm1398560
tt0931158	nm1019499	nm1398560
tt0931159	nm1019499	nm1398560
tt0931160	nm1019499	nm1398560
tt0931161	nm1019499	nm1398560
tt0931162	nm1019499	nm1398560
tt0931163	nm1019499	nm1398560
tt0931164	nm1019499	nm1398560
tt0931165	nm1019499	nm1398560
tt0931166	nm1019499	nm1398560
tt0931167	nm1019499	nm1398560
tt0931168	nm1019499	nm1398560
tt0931169	nm1158673,nm0526011,nm1019499	nm0067598,nm0781746,nm1398560
tt0931170	nm1019499	nm1398560
tt0931171	nm1019499	nm1398560
tt0931172	\N	nm2300304
tt0931173	\N	nm2300304
tt0931174	\N	nm2300304
tt0931175	\N	nm2300304
tt0931176	\N	nm2300304
tt0931177	\N	nm2300304
tt0931178	\N	nm2300304
tt0931179	\N	nm2300304
tt0931180	\N	nm2300304
tt0931181	\N	nm2300304
tt0931182	\N	nm2300304
tt0931183	\N	nm2300304
tt0931184	nm0082712	nm0523541
tt0931185	nm1402889,nm1467215,nm1446250,nm2100946	nm1402889,nm1467215,nm1446250,nm2100946
tt0931187	nm0429225	nm0449958,nm0912726
tt0931188	\N	nm0912726
tt0931190	nm0429535	nm0880897
tt0931191	nm0429535	nm0880897
tt0931192	nm0260670	nm2508835,nm2505783,nm2509464
tt0931193	nm0104926	nm0071058,nm2536067,nm2130167
tt0931194	\N	\N
tt0931195	\N	\N
tt0931196	\N	\N
tt0931197	\N	\N
tt0931198	\N	\N
tt0931199	\N	\N
tt0931200	\N	\N
tt0931201	\N	\N
tt0931202	\N	\N
tt0931203	\N	\N
tt0931204	\N	\N
tt0931205	\N	\N
tt0931206	\N	\N
tt0931207	\N	\N
tt0931208	\N	\N
tt0931209	\N	\N
tt0931210	\N	\N
tt0931211	nm2435262	\N
tt0931212	nm2435262	\N
tt0931213	nm2435262	\N
tt0931214	nm0684915	nm1378791
tt0931215	nm0679528	nm0516015,nm1046706,nm0375967,nm1563079,nm0191814,nm0824488,nm0898733,nm0679528
tt0931216	nm0879493	nm0921423
tt0931217	nm0849416	nm0162266,nm1049083,nm0652450,nm0904036
tt0931218	\N	nm0057538,nm0261690,nm2529955,nm2531000,nm1905745,nm2311272
tt0931219	nm0229176	nm0438906,nm1729423
tt0931220	nm0825039	nm0438906
tt0931221	nm0229176	nm0438906
tt0931222	nm0229176	nm0438906
tt0931223	nm0825039	nm0438906
tt0931224	nm0406528	nm1362004,nm2503794,nm2675862,nm0694826,nm0748348,nm1220139,nm2508408,nm2507695
tt0931225	\N	\N
tt0931226	\N	\N
tt0931227	nm0560308	nm0856153
tt0931228	\N	\N
tt0931229	nm0766175,nm0469827,nm0414249,nm0903088,nm0458719	nm0034312,nm0391111
tt0931230	nm0350271	nm3855684,nm0300168,nm0358353,nm0006774,nm3412103
tt0931231	nm0350271	nm3855684,nm0300168,nm0358353,nm0006774,nm3412103
tt0931232	nm0350271	nm3855684,nm0300168,nm0358353,nm0006774,nm3412103
tt0931233	nm0350271	nm3855684,nm0300168,nm0358353,nm0006774,nm3412103
tt0931234	nm0350271	nm3855684,nm0300168,nm0358353,nm0006774,nm3412103
tt0931235	nm0350271	nm3855684,nm0300168,nm0358353,nm0006774,nm3412103
tt0931236	\N	\N
tt0931237	nm2254726,nm1204803,nm2507264,nm1190091	nm1335351,nm2498952,nm6818506
tt0931238	nm2507264,nm1204803,nm2254726	nm1335351,nm6818506
tt0931239	nm2254726,nm1204803,nm2507264	nm1335351,nm2498952,nm6818506
tt0931240	nm2254726,nm1204803,nm2507264	nm1335351,nm2498952,nm6818506
tt0931241	nm1204803,nm2507264,nm2254726	nm1335351,nm2498952,nm6818506
tt0931242	nm0541027,nm0754763,nm1136926,nm0563032,nm0598173	nm0137772,nm0139039,nm1154868,nm0154499,nm0303511,nm6677729,nm2385400,nm1167008
tt0931243	nm1136926,nm0541027,nm0563032,nm0598173,nm0754763	nm0137772,nm0139039,nm1154868,nm0154499,nm0303511,nm6677729,nm2385400,nm1167008
tt0931244	nm1995590	nm2424881,nm1995590,nm2423330,nm2426739,nm2426216,nm2422945,nm1818405,nm2422652,nm0893377,nm1012432
tt0931245	nm0904355	nm0667637,nm0667641
tt0931246	nm0904355	nm0667637,nm0667641
tt0931247	nm0270990	nm0403915
tt0931248	nm0178168	nm0495217
tt0931249	nm0178168	nm0495217
tt0931250	nm0395825	\N
tt0931251	nm0395825	\N
tt0931252	nm0395825	\N
tt0931253	nm0395825	\N
tt0931254	nm0395825	\N
tt0931255	nm0496664	nm3882502,nm0580698
tt0931256	\N	nm4380835
tt0931257	\N	\N
tt0931258	\N	\N
tt0931259	\N	\N
tt0931260	nm0523879,nm0361833	nm0848258,nm0361833,nm0523879,nm2487448
tt0931261	nm0361833,nm0523879	nm0848258,nm0361833,nm0523879,nm2487448
tt0931262	nm0523879,nm0361833	nm0848258,nm0361833,nm0523879,nm2487448
tt0931263	nm0523879,nm0361833	nm0848258,nm0361833,nm0523879,nm2487448
tt0931264	nm0361833,nm0523879	nm0848258,nm0361833,nm0523879,nm2487448
tt0931265	nm0361833,nm0523879	nm0848258,nm0361833,nm0523879,nm2487448
tt0931266	nm0361833,nm0523879	nm0848258,nm0361833,nm0523879,nm2487448
tt0931267	nm0361833,nm0523879	nm0848258,nm0361833,nm0523879,nm2487448
tt0931268	nm0523879,nm0361833	nm0848258,nm0361833,nm0523879,nm2487448
tt0931269	nm0361833,nm0523879	nm0848258,nm0361833,nm0523879,nm2487448
tt0931270	nm0523879,nm0361833	nm0848258,nm0361833,nm0523879,nm2487448
tt0931271	nm0361833,nm0523879	nm0848258,nm0361833,nm0523879,nm2487448
tt0931272	\N	\N
tt0931273	\N	\N
tt0931274	nm0223919	nm0002981,nm0092995
tt0931275	nm0473998	nm0248657
tt0931276	nm0395825	nm0395825
tt0931277	nm0509524	\N
tt0931278	\N	\N
tt0931279	\N	\N
tt0931280	nm0538634	\N
tt0931281	\N	nm0325958
tt0931282	nm0226006	nm0030478
tt0931283	nm2291781,nm2493201	nm2291781,nm2493201,nm0342278,nm0342303
tt0931284	\N	nm1267149
tt0931285	nm0659454	nm0275260,nm0659454,nm0243921
tt0931286	nm0583800	nm1840986,nm0583800,nm0814007
tt0931287	\N	\N
tt0931288	\N	\N
tt0931289	\N	nm0856842
tt0931290	\N	\N
tt0931291	nm2500523	nm1078841
tt0931292	\N	\N
tt0931293	\N	\N
tt0931294	\N	nm0652534
tt0931295	nm2291781	nm2291781
tt0931296	\N	nm2493528
tt0931297	\N	nm0796447,nm1119738
tt0931298	nm0808310	\N
tt0931299	\N	\N
tt0931300	\N	\N
tt0931301	\N	\N
tt0931302	\N	\N
tt0931303	nm2291781	nm2291781
tt0931304	nm2291781	nm2291781
tt0931305	\N	nm0767163
tt0931306	nm0120761	nm0120761
tt0931307	\N	\N
tt0931308	\N	\N
tt0931309	\N	nm2494748
tt0931310	\N	nm0000636
tt0931311	nm2493201	nm2493201
tt0931312	nm2291781	nm2291781
tt0931313	nm2291781	nm2291781
tt0931314	nm2291781	nm2291781
tt0931315	nm2493201	nm2493201
tt0931316	\N	\N
tt0931317	\N	nm0115882
tt0931318	\N	\N
tt0931319	nm2291781	nm2291781
tt0931320	\N	nm0155009,nm0909511
tt0931321	\N	\N
tt0931322	\N	\N
tt0931323	\N	\N
tt0931324	nm2291781	nm2291781
tt0931325	nm2291781	nm2291781,nm0342278,nm0342303
tt0931326	nm2291781	nm2291781
tt0931327	\N	\N
tt0931328	\N	\N
tt0931329	\N	\N
tt0931330	\N	\N
tt0931331	\N	\N
tt0931332	\N	\N
tt0931333	nm2291781	nm2291781,nm0840035
tt0931334	\N	\N
tt0931335	\N	\N
tt0931337	nm0458242	nm0458242
tt0931338	nm0932055	\N
tt0931339	\N	\N
tt0931340	\N	nm2499229,nm2501251,nm0000636
tt0931341	nm0003193	nm2331995
tt0931342	\N	\N
tt0931343	nm2501631	nm2501631
tt0931344	nm0375984	\N
tt0931345	nm2291781	nm2291781
tt0931347	\N	nm0015611
tt0931348	\N	\N
tt0931349	\N	\N
tt0931350	nm2291781	nm2291781,nm0285458
tt0931351	\N	nm0196745
tt0931352	nm2291781	nm2291781,nm0342278,nm0342303
tt0931353	nm0537354	nm1557852,nm0703253
tt0931354	\N	nm0613623
tt0931355	\N	\N
tt0931356	nm0839978	nm1967616,nm1776791
tt0931357	\N	\N
tt0931358	nm2291781	nm2291781
tt0931359	nm0777706	nm0762339,nm0932962
tt0931360	nm0000252	nm1242439
tt0931361	\N	\N
tt0931362	\N	nm0030478,nm0042179
