tconst	directors	writers
tt9915234	nm11212490	\N
tt9915236	nm11212490	\N
tt9915238	nm11212490	\N
tt9915240	nm11212490	\N
tt9915242	nm11212490	\N
tt9915244	nm11212490	\N
tt9915246	nm11212490	\N
tt9915248	nm11212490	\N
tt9915250	nm11212490	\N
tt9915252	nm11212490	\N
tt9915254	nm11212490	\N
tt9915256	nm11212490	\N
tt9915258	nm11212490	\N
tt9915260	nm11212490	\N
tt9915262	nm11212490	\N
tt9915264	nm11212490	\N
tt9915266	nm11212490	\N
tt9915268	nm11212490	\N
tt9915270	nm11212490	\N
tt9915272	nm11212490	\N
tt9915274	nm11212490	\N
tt9915276	nm11212490	\N
tt9915278	nm11212490	\N
tt9915280	nm11212490	\N
tt9915282	nm11212490	\N
tt9915284	nm11212490	\N
tt9915286	nm11212490	\N
tt9915288	nm11212490	\N
tt9915290	nm11212490	\N
tt9915292	nm11212490	\N
tt9915294	nm11212490	\N
tt9915296	nm5582807	nm5602604,nm5582807
tt9915298	\N	\N
tt9915300	\N	nm5803662
tt9915302	\N	nm10536934
tt9915304	\N	nm1944626
tt9915306	nm12896161	nm12896161
tt9915312	nm3287542	nm9325472
tt9915314	nm1943534,nm7223053	nm1943534
tt9915316	\N	nm10537861
tt9915322	\N	\N
tt9915324	\N	\N
tt9915326	\N	\N
tt9915328	\N	\N
tt9915330	\N	\N
tt9915332	\N	\N
tt9915334	\N	\N
tt9915336	\N	\N
tt9915338	nm4266805	nm5925328,nm5492696,nm10184851,nm6072896,nm7596650,nm4266805,nm5492282
tt9915340	\N	\N
tt9915342	\N	\N
tt9915344	\N	nm10536934
tt9915346	\N	\N
tt9915348	\N	\N
tt9915350	\N	\N
tt9915352	\N	\N
tt9915354	\N	\N
tt9915356	\N	\N
tt9915358	\N	\N
tt9915360	\N	\N
tt9915362	\N	\N
tt9915364	\N	\N
tt9915366	\N	\N
tt9915368	\N	\N
tt9915370	\N	\N
tt9915372	\N	\N
tt9915374	\N	\N
tt9915376	\N	\N
tt9915378	\N	\N
tt9915380	\N	\N
tt9915382	\N	\N
tt9915384	\N	\N
tt9915386	\N	\N
tt9915388	\N	\N
tt9915390	\N	\N
tt9915392	\N	\N
tt9915394	\N	\N
tt9915396	\N	\N
tt9915398	\N	\N
tt9915400	\N	\N
tt9915402	\N	\N
tt9915404	\N	\N
tt9915406	\N	\N
tt9915408	\N	\N
tt9915410	\N	\N
tt9915412	\N	\N
tt9915414	\N	\N
tt9915416	\N	\N
tt9915418	\N	\N
tt9915420	\N	\N
tt9915422	\N	\N
tt9915424	\N	\N
tt9915426	\N	\N
tt9915428	\N	\N
tt9915436	nm6119329	nm6449800,nm10537887,nm3644375,nm6119329
tt9915440	nm10537889	\N
tt9915446	\N	\N
tt9915448	\N	\N
tt9915450	\N	\N
tt9915452	\N	\N
tt9915454	\N	\N
tt9915456	\N	\N
tt9915458	nm6902426	nm6902426
tt9915460	\N	nm10515764,nm10515763
tt9915462	\N	nm10515764,nm10515763
tt9915464	\N	nm10515764,nm10515763
tt9915466	\N	nm10515764,nm10515763
tt9915468	\N	nm10515764,nm10515763
tt9915470	\N	nm10515764,nm10515763
tt9915472	\N	nm10515764,nm10515763
tt9915474	\N	nm10515764,nm10515763
tt9915476	\N	nm10515764,nm10515763
tt9915478	\N	nm10515764,nm10515763
tt9915480	\N	nm10515764,nm10515763
tt9915482	\N	nm10515764,nm10515763
tt9915484	\N	nm10515764,nm10515763
tt9915486	\N	nm10515764,nm10515763
tt9915488	\N	nm10515764,nm10515763
tt9915490	\N	nm10515764,nm10515763
tt9915492	nm10537896	nm10537896
tt9915494	\N	nm10515764,nm10515763
tt9915496	\N	nm10515764,nm10515763
tt9915500	\N	\N
tt9915502	\N	nm10515764,nm10515763
tt9915504	\N	\N
tt9915506	\N	nm10515764,nm10515763
tt9915508	\N	\N
tt9915510	\N	\N
tt9915512	\N	\N
tt9915514	nm4132195	nm3966240
tt9915516	\N	\N
tt9915520	nm8744716	nm9513757,nm8744716
tt9915526	nm5735886	nm5735886,nm7308802,nm7099346
tt9915528	\N	\N
tt9915530	nm4923749	nm4923749
tt9915534	\N	\N
tt9915536	\N	nm8850747
tt9915538	\N	\N
tt9915540	\N	\N
tt9915542	\N	nm10515764,nm10515763
tt9915544	\N	nm10515764,nm10515763
tt9915546	nm3287542	nm3519794,nm3380532
tt9915548	\N	nm10515764,nm10515763
tt9915550	\N	nm10515764,nm10515763
tt9915552	\N	nm10515764,nm10515763
tt9915554	\N	nm10515764,nm10515763
tt9915556	\N	nm10515764,nm10515763
tt9915558	\N	nm10515764,nm10515763
tt9915560	\N	nm10515764,nm10515763
tt9915562	\N	nm10515764,nm10515763
tt9915564	\N	nm10515764,nm10515763
tt9915566	\N	nm10515764,nm10515763
tt9915568	nm3911174	nm3911174
tt9915570	\N	nm10515764,nm10515763
tt9915572	\N	nm10515764,nm10515763
tt9915574	\N	nm10515764,nm10515763
tt9915576	\N	nm10515764,nm10515763
tt9915578	nm1698063	\N
tt9915580	\N	nm10515764,nm10515763
tt9915582	\N	nm10515764,nm10515763
tt9915584	\N	nm10515764,nm10515763
tt9915586	\N	nm10515764,nm10515763
tt9915588	\N	\N
tt9915590	\N	\N
tt9915592	nm1033328	nm8514564
tt9915594	\N	nm2429688
tt9915596	\N	\N
tt9915600	\N	\N
tt9915602	nm7464637,nm3138118	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915604	nm7464637,nm3138118	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915606	nm3138118,nm7464637	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915608	\N	\N
tt9915610	nm3138118,nm7464637	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915612	nm3138118,nm7464637	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915616	nm3138118,nm7464637	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915618	nm3138118,nm7464637	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915620	nm3138118,nm7464637	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915622	nm3138118,nm7464637	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915624	nm3138118,nm7464637	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915626	nm3138118,nm7464637	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915628	nm3138118,nm7464637	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915630	nm3138118,nm7464637	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915632	nm7464637,nm3138118	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915634	nm7464637,nm3138118	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915636	nm7464637,nm3138118	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915638	nm3138118,nm7464637	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915640	nm3138118,nm7464637	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915642	nm3138118,nm7464637	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915644	nm3138118,nm7464637	nm3138118,nm4590714,nm0946040,nm8766053,nm5940836,nm7464637,nm9538121,nm5243328,nm9305687
tt9915646	nm10022395	nm10022395
tt9915648	\N	\N
tt9915650	nm10537937	nm3911174,nm10537937
tt9915652	\N	\N
tt9915656	\N	\N
tt9915658	\N	\N
tt9915660	nm3221978	nm3221978,nm10519932
tt9915662	\N	\N
tt9915666	nm4266805	nm5925328,nm5492696,nm6072896,nm7596650,nm4266805,nm5492282,nm10184851
tt9915668	nm4266805	nm5925328,nm5492696,nm6072896,nm7596650,nm4266805,nm5492282,nm10184851
tt9915672	nm10529686	nm10537972
tt9915676	nm3221978	nm3221978,nm10519932
tt9915680	\N	\N
tt9915682	nm9801940	nm9801940
tt9915684	\N	\N
tt9915686	nm2152240	nm11203747,nm9855808,nm10592951,nm10592952,nm11023992
tt9915690	\N	\N
tt9915692	nm0835613	nm0835613
tt9915694	nm0835613	nm0835613
tt9915696	nm0835613	nm0835613
tt9915698	nm0835613	nm0835613
tt9915700	nm0835613	nm0835613
tt9915702	nm0835613	nm0835613
tt9915704	nm6960704	nm6960704
tt9915706	nm0627076	nm0702560,nm5355370,nm3221923,nm1884136,nm1308388,nm5029992
tt9915708	nm12737311,nm13302080,nm12468603,nm12036094,nm12898563,nm12870440,nm13647035	\N
tt9915710	nm0601815	\N
tt9915714	nm4176658	nm4183681,nm3828158
tt9915720	nm4176658	nm4183681,nm3828158
tt9915722	nm6960704	nm10537989
tt9915724	nm4176658	nm4183681,nm3828158
tt9915726	nm4176658	nm3828158
tt9915728	nm4176658	nm4183681
tt9915730	nm4176658	nm3828158
tt9915732	nm4176658	nm4183681,nm3828158
tt9915734	nm4176658	nm3828158
tt9915736	nm1115471	nm1115471
tt9915738	nm4176658	nm3828158
tt9915740	nm4176658	nm3828158
tt9915742	nm4176658	nm4183681
tt9915744	nm4176658	nm4183681
tt9915746	nm4176658	nm4183681
tt9915748	nm4176658	nm3828158
tt9915750	nm1536019,nm6099946	nm8653183,nm0847176
tt9915752	nm4176658	nm3828158
tt9915754	\N	\N
tt9915758	\N	\N
tt9915760	\N	\N
tt9915762	\N	\N
tt9915764	nm4176658	nm3828158
tt9915768	nm6099946,nm1820171	nm8653183,nm9484025
tt9915772	\N	\N
tt9915774	\N	\N
tt9915776	nm10538028	nm10538028
tt9915780	\N	\N
tt9915788	\N	\N
tt9915790	nm10538030	\N
tt9915796	\N	\N
tt9915800	\N	\N
tt9915808	nm7125928	nm7125928
tt9915810	nm4266805	nm5925328,nm5492696,nm6072896,nm7596650,nm4266805,nm5492282,nm10184851
tt9915812	nm4266805	nm5925328,nm5492696,nm6072896,nm7596650,nm4266805,nm5492282,nm10184851
tt9915814	nm3946743	\N
tt9915818	nm3946743	\N
tt9915820	nm3734948	nm9363337,nm8271396,nm3734948
tt9915822	nm1516991,nm10948527	\N
tt9915824	nm3734948	nm9363337,nm8271396,nm3734948
tt9915826	nm3946743	\N
tt9915830	nm3946743	\N
tt9915832	nm3734948	nm9363337,nm8271396,nm3734948
tt9915834	nm3946743	\N
tt9915838	nm3946743	\N
tt9915842	nm4266805	nm5925328,nm5492696,nm6072896,nm7596650,nm4266805,nm5492282,nm10184851
tt9915846	\N	\N
tt9915850	nm2112409	\N
tt9915852	nm5962821	nm3930398,nm5962821
tt9915854	nm4346805	nm4316354
tt9915856	\N	\N
tt9915858	\N	\N
tt9915860	\N	\N
tt9915862	nm8871486	nm8871486,nm10538108
tt9915864	nm1873953	nm4414872,nm10438913,nm10474671,nm1855392
tt9915868	\N	\N
tt9915870	\N	\N
tt9915872	nm8063415	nm2507310
tt9915874	\N	\N
tt9915876	\N	\N
tt9915878	\N	\N
tt9915880	nm6929839,nm5799684	nm5799684,nm6929839
tt9915882	\N	\N
tt9915884	\N	\N
tt9915886	\N	\N
tt9915888	\N	\N
tt9915890	\N	\N
tt9915892	\N	nm5040142
tt9915894	\N	\N
tt9915896	\N	\N
tt9915898	\N	\N
tt9915900	\N	\N
tt9915902	\N	\N
tt9915904	\N	\N
tt9915906	\N	\N
tt9915910	nm6393161	nm1689260,nm7487483,nm3774651
tt9915912	\N	\N
tt9915914	nm5132559	nm5140327
tt9915916	nm8863812	nm10459845
tt9915918	\N	\N
tt9915920	\N	\N
tt9915922	\N	\N
tt9915924	\N	\N
tt9915926	\N	\N
tt9915928	nm2881024,nm9955764,nm9955759,nm9795684	nm10496530,nm9948942
tt9915930	\N	\N
tt9915932	\N	\N
tt9915934	\N	\N
tt9915936	\N	\N
tt9915938	\N	\N
tt9915940	\N	\N
tt9915942	\N	\N
tt9915944	\N	\N
tt9915946	nm0652213	nm0652213
tt9915948	\N	\N
tt9915950	\N	\N
tt9915952	\N	\N
tt9915954	nm9560187	\N
tt9915956	nm0803823	nm0835297,nm0835298,nm8978278
tt9915958	\N	\N
tt9915960	\N	\N
tt9915962	nm6929839,nm5799684	nm5799684,nm6929839
tt9915964	\N	\N
tt9915968	\N	\N
tt9915970	nm0652213	nm0652213
tt9915972	\N	\N
tt9915976	\N	\N
tt9915978	\N	\N
tt9915980	nm10538193	nm10538193
tt9915982	\N	\N
tt9915984	\N	\N
tt9915986	\N	\N
tt9915988	\N	\N
tt9915990	\N	\N
tt9915992	\N	\N
tt9915994	\N	\N
tt9915996	nm7234203,nm2510127	\N
tt9915998	nm2334213	\N
tt9916000	\N	\N
tt9916002	\N	\N
tt9916004	\N	\N
tt9916006	\N	\N
tt9916008	\N	\N
tt9916010	\N	\N
tt9916012	nm6929839,nm5799684	nm5799684,nm6929839
tt9916014	\N	\N
tt9916016	\N	\N
tt9916018	nm10531560,nm10531554	nm10531560,nm10531554
tt9916020	\N	\N
tt9916022	\N	\N
tt9916024	\N	\N
tt9916028	\N	\N
tt9916030	\N	\N
tt9916032	\N	\N
tt9916034	nm6929839,nm5799684	nm5799684,nm6929839
tt9916036	\N	\N
tt9916038	nm1517212	nm10538228
tt9916040	\N	\N
tt9916042	\N	\N
tt9916044	\N	\N
tt9916046	\N	\N
tt9916048	\N	\N
tt9916050	\N	\N
tt9916052	\N	\N
tt9916054	\N	\N
tt9916056	\N	\N
tt9916058	nm0652213	nm0652213
tt9916060	\N	\N
tt9916064	\N	\N
tt9916066	\N	\N
tt9916068	nm6929839,nm5799684	nm5799684,nm6929839
tt9916070	\N	\N
tt9916072	\N	\N
tt9916074	\N	\N
tt9916076	\N	\N
tt9916078	\N	\N
tt9916082	\N	\N
tt9916084	\N	\N
tt9916086	\N	\N
tt9916088	nm1189872	nm1908427,nm10538266,nm1367099,nm10291935,nm9947977,nm7116740
tt9916090	nm6929839,nm5799684	nm5799684,nm6929839
tt9916092	\N	\N
tt9916094	\N	\N
tt9916096	\N	\N
tt9916098	\N	\N
tt9916100	\N	nm0737395
tt9916102	\N	\N
tt9916104	\N	\N
tt9916106	\N	\N
tt9916108	\N	\N
tt9916110	\N	\N
tt9916112	nm3018455	nm3018455
tt9916114	nm1737283	nm0123983,nm3177985,nm0137180
tt9916116	nm0827899	\N
tt9916118	\N	\N
tt9916120	\N	\N
tt9916124	nm0652213	nm0652213
tt9916128	nm10254898	nm13746113,nm10254898,nm7129304,nm1822556
tt9916130	\N	nm0737654
tt9916132	nm3308828	\N
tt9916134	nm10538318	nm10538318
tt9916136	\N	\N
tt9916138	nm10282565	\N
tt9916140	nm10282565	\N
tt9916142	nm10282565	\N
tt9916144	nm10282565	\N
tt9916146	nm10282565	\N
tt9916148	nm10282565	\N
tt9916150	nm10282565	\N
tt9916152	nm10282565	\N
tt9916154	nm10282565	\N
tt9916156	nm10282565	\N
tt9916158	\N	\N
tt9916160	nm5684093	\N
tt9916162	nm0652213	nm0652213
tt9916164	nm4411141	nm7845930,nm5489806,nm7214497,nm6149219
tt9916168	nm1601625,nm5177501	nm1601625
tt9916170	nm5412267	nm5412267,nm6743460,nm3245789
tt9916172	nm0652213	nm0652213
tt9916174	nm6568127	nm6568127
tt9916176	nm1042767	nm1042767
tt9916178	\N	\N
tt9916182	nm6463775,nm6487067	nm6487067
tt9916184	nm2887967	nm2887967
tt9916186	nm10538274	\N
tt9916188	nm2410311	nm2410311
tt9916190	nm7308376	nm7308376
tt9916192	nm2144818	nm2144818
tt9916194	nm1417107	\N
tt9916196	nm1042767	nm1042767
tt9916198	nm6463775	nm10427948
tt9916200	nm0000655	nm0355329,nm0339858
tt9916204	nm0615069	nm0355329,nm0911722
tt9916206	nm8522023	nm10513154,nm10647377,nm4379163,nm10513155
tt9916208	nm6487067,nm6463775	nm10427948
tt9916210	\N	\N
tt9916212	\N	\N
tt9916214	nm10538362	nm10538362
tt9916216	nm11202129	\N
tt9916218	nm0872469	nm0298279
tt9916220	\N	\N
tt9916222	\N	\N
tt9916224	\N	\N
tt9916226	\N	\N
tt9916228	\N	\N
tt9916230	\N	\N
tt9916232	\N	\N
tt9916234	\N	\N
tt9916236	\N	\N
tt9916238	\N	\N
tt9916240	\N	\N
tt9916242	\N	\N
tt9916244	\N	\N
tt9916246	\N	\N
tt9916248	nm0739449	nm0196372
tt9916250	\N	\N
tt9916252	\N	\N
tt9916254	nm4002991	\N
tt9916256	\N	\N
tt9916258	\N	\N
tt9916260	\N	\N
tt9916262	\N	\N
tt9916264	\N	\N
tt9916266	\N	\N
tt9916268	\N	\N
tt9916270	nm1480867	nm1480867,nm10538402
tt9916272	nm0996406	nm1482639,nm2586970
tt9916274	\N	\N
tt9916276	nm2664020	\N
tt9916278	nm10248423	nm10248427,nm10248426,nm10532293,nm10248423
tt9916280	nm1601625	nm1601625
tt9916282	\N	\N
tt9916284	\N	\N
tt9916286	\N	nm0516797
tt9916288	nm6128257	nm6128257
tt9916290	nm10248423	nm10248427,nm10248426,nm10532293,nm10248423
tt9916292	\N	\N
tt9916294	\N	\N
tt9916296	\N	\N
tt9916298	\N	\N
tt9916300	\N	\N
tt9916302	\N	\N
tt9916304	nm10248423	nm10248427,nm10248426,nm10532293,nm10248423
tt9916306	nm10490892,nm10488842,nm10488847	nm9393452,nm9393462,nm9592227,nm10488841,nm10416222,nm7791127,nm9393459,nm9393453,nm1438626,nm7791131,nm10488839,nm10488842,nm10488840,nm8133432
tt9916308	nm2664020	\N
tt9916310	\N	\N
tt9916312	nm0404958	\N
tt9916314	nm10248423	nm10248427,nm10248426,nm10532293,nm10248423
tt9916316	\N	\N
tt9916318	\N	\N
tt9916320	\N	\N
tt9916322	\N	\N
tt9916324	\N	\N
tt9916326	nm10248423	nm10248427,nm10248426,nm10532293,nm10248423
tt9916328	\N	\N
tt9916330	\N	\N
tt9916332	\N	\N
tt9916334	\N	\N
tt9916338	nm10248423	nm10248427,nm10248426,nm10532293,nm10248423
tt9916340	nm10536481	\N
tt9916342	nm10536481	\N
tt9916344	nm10536481	\N
tt9916346	nm10536481	\N
tt9916348	nm3032813	\N
tt9916350	nm10536481	\N
tt9916352	nm10536481	\N
tt9916354	nm10536481	\N
tt9916356	nm10248423	nm10248427,nm10248426,nm10532293,nm10248423
tt9916358	nm10536481	\N
tt9916360	\N	\N
tt9916362	nm1893148	nm1893148,nm3471432
tt9916364	\N	\N
tt9916366	\N	\N
tt9916368	\N	\N
tt9916370	nm10248423	nm10248427,nm10248426,nm10532293,nm10248423
tt9916372	\N	\N
tt9916374	\N	\N
tt9916376	\N	\N
tt9916378	\N	\N
tt9916380	nm1857733	nm4339326,nm1859351
tt9916382	\N	\N
tt9916384	\N	\N
tt9916386	\N	\N
tt9916388	\N	\N
tt9916390	\N	\N
tt9916392	\N	\N
tt9916394	\N	\N
tt9916396	\N	\N
tt9916398	\N	\N
tt9916400	nm0996406	nm1019651,nm1482639,nm2586970
tt9916402	\N	\N
tt9916404	nm1601625	nm1601625
tt9916406	nm0937402	nm10538425,nm0835297,nm0835298
tt9916408	nm8622267,nm0725626	nm0216935,nm1637819
tt9916410	nm8622267,nm0725626	nm0216935,nm1637819
tt9916412	\N	\N
tt9916414	\N	\N
tt9916416	nm9773703	\N
tt9916418	nm4489288	nm4489288,nm4755526,nm6956134
tt9916420	\N	\N
tt9916422	\N	\N
tt9916424	nm4489288	nm4489288,nm4755526,nm6956134
tt9916428	nm0910951	\N
tt9916430	\N	\N
tt9916432	nm4489288	nm4489288,nm4755526,nm6956134
tt9916434	\N	\N
tt9916436	\N	nm0656383,nm4766860
tt9916438	\N	\N
tt9916440	\N	\N
tt9916442	\N	\N
tt9916444	\N	\N
tt9916446	nm9025027,nm0725626	nm2196308,nm0216935,nm1637819
tt9916448	\N	\N
tt9916450	nm0996406	nm1482639,nm2586970
tt9916452	nm7149567	\N
tt9916454	\N	\N
tt9916456	\N	\N
tt9916458	\N	\N
tt9916460	nm7048843	nm7048843,nm8691452
tt9916462	nm4489288	nm4489288,nm4755526,nm6956134
tt9916464	\N	\N
tt9916468	\N	\N
tt9916470	nm4489288	nm4489288,nm4755526,nm6956134
tt9916472	nm10295592,nm10538454	nm10295592,nm10538454
tt9916474	nm0970382	nm10517094,nm0503317
tt9916476	nm8018752	\N
tt9916478	\N	\N
tt9916480	\N	\N
tt9916482	nm4489288	nm4489288,nm4755526,nm6956134
tt9916484	\N	\N
tt9916486	nm0996406	nm1482639,nm2586970
tt9916488	\N	\N
tt9916490	nm4489288	nm4489288,nm4755526,nm6956134
tt9916494	nm0725626,nm0622812	nm2196308,nm0216935,nm1637819
tt9916498	\N	\N
tt9916500	\N	\N
tt9916502	nm0996406	nm1482639,nm2586970
tt9916504	nm9470318	nm4489288,nm4755526,nm6956134
tt9916506	nm8128391	nm8128396,nm10517221,nm5169884
tt9916508	\N	\N
tt9916510	\N	\N
tt9916512	nm4489288	nm4489288,nm4755526,nm6956134
tt9916514	\N	\N
tt9916516	\N	\N
tt9916518	nm5783118,nm0725626,nm0509887,nm1928892	nm2196308,nm0216935,nm0267521
tt9916520	nm4489288	nm4489288,nm4755526,nm6956134
tt9916522	nm9822855	nm3594155
tt9916524	\N	\N
tt9916526	\N	\N
tt9916528	nm0996406	nm1019651,nm1482639,nm2586970
tt9916530	\N	\N
tt9916532	\N	\N
tt9916534	\N	\N
tt9916536	nm4755526	nm4489288,nm4755526,nm6956134
tt9916538	nm4457074	nm4843252,nm4900525,nm2679404
tt9916540	\N	\N
tt9916542	\N	\N
tt9916544	nm3219235	nm3219235
tt9916546	\N	\N
tt9916548	nm4489288	nm4489288,nm4755526,nm6956134
tt9916550	\N	\N
tt9916552	\N	\N
tt9916554	\N	\N
tt9916556	\N	\N
tt9916558	nm4489288	nm4489288,nm4755526,nm6956134
tt9916560	nm0232902	nm0103043
tt9916562	\N	\N
tt9916564	\N	\N
tt9916566	\N	\N
tt9916568	nm0996406	nm1019651,nm1482639,nm2586970
tt9916570	\N	\N
tt9916572	nm0600139,nm0509887,nm10538537	nm2196308,nm0216935,nm10538535,nm0267521,nm10538536
tt9916574	nm4489288	nm4489288,nm4755526,nm6956134
tt9916576	\N	\N
tt9916578	nm0373673	nm1485603,nm1485604,nm1866876,nm0909144
tt9916580	nm0996406	nm1482639,nm2586970
tt9916582	nm4755526	nm4489288,nm4755526,nm6956134
tt9916584	\N	\N
tt9916586	\N	\N
tt9916588	\N	\N
tt9916590	\N	\N
tt9916592	\N	\N
tt9916594	\N	\N
tt9916596	\N	\N
tt9916598	nm4489288	nm4489288,nm4755526,nm6956134
tt9916600	nm0996406	nm1482639,nm2586970
tt9916602	nm4489288	nm4489288,nm4755526,nm6956134
tt9916604	\N	\N
tt9916606	nm4489288	nm4489288,nm4755526,nm6956134
tt9916608	nm0996406	nm1482639,nm3752043,nm3751744,nm2586970
tt9916610	nm8358715	nm8358715
tt9916614	nm6415171	\N
tt9916616	nm10538546	\N
tt9916618	nm4489288	nm4489288,nm4755526,nm6956134
tt9916620	\N	nm7311709
tt9916622	nm9272490,nm9272491	nm9272490,nm9272491
tt9916624	\N	\N
tt9916626	nm4489288	nm4489288,nm4755526,nm6956134
tt9916628	nm5299647,nm7705496	nm7705496,nm7705497,nm5299647
tt9916632	\N	\N
tt9916634	nm6390346	\N
tt9916636	\N	\N
tt9916640	\N	\N
tt9916642	\N	\N
tt9916644	\N	\N
tt9916646	\N	\N
tt9916648	\N	\N
tt9916650	nm4489288	nm4489288,nm4755526,nm6956134
tt9916652	\N	\N
tt9916654	\N	\N
tt9916656	\N	\N
tt9916658	\N	\N
tt9916660	\N	\N
tt9916662	nm4489288	nm4489288,nm4755526,nm6956134
tt9916664	nm6423035	\N
tt9916666	nm9554750	nm9554750
tt9916668	nm4489288	nm4489288,nm4755526,nm6956134
tt9916670	nm0996406	nm1019651,nm1482639,nm2586970
tt9916672	\N	\N
tt9916674	nm4489288	nm4489288,nm4755526,nm6956134
tt9916676	\N	\N
tt9916678	nm0042769,nm3433368,nm3855412	nm8011539
tt9916680	nm0652213	nm0652213,nm10538576
tt9916682	nm0996406	nm1482639,nm2586970
tt9916684	\N	\N
tt9916688	nm0996406	nm1482639,nm2586970
tt9916690	nm0996406	nm1482639,nm2586970
tt9916692	nm10538592	nm10538592
tt9916694	nm3369621	\N
tt9916696	nm10529675	nm10538344
tt9916698	nm10004116	nm10004116
tt9916700	nm10233014	nm10233014
tt9916702	nm3038589	nm10538223
tt9916704	\N	nm9204326
tt9916706	nm7764440	nm7933903
tt9916708	nm0996406	nm1482639,nm3752043,nm2586970
tt9916710	\N	\N
tt9916712	\N	\N
tt9916714	\N	\N
tt9916716	\N	\N
tt9916718	\N	\N
tt9916720	nm10538600	\N
tt9916724	nm0652213	nm0652213
tt9916726	nm4785444	\N
tt9916728	nm10525080	\N
tt9916730	nm10538612	nm10538612
tt9916732	nm10194882	nm10164198,nm6639611
tt9916736	nm4785444	\N
tt9916738	\N	nm0665704
tt9916740	\N	\N
tt9916742	\N	\N
tt9916744	nm4785444	\N
tt9916746	nm10525080	\N
tt9916750	nm2317339	\N
tt9916752	nm2317339	\N
tt9916754	nm9272490,nm8349149	nm8349149,nm9272490
tt9916756	nm10538639	nm10538639
tt9916758	nm2317339	\N
tt9916760	nm5519375,nm5519454	nm9187127,nm9826385,nm9299459,nm6182221,nm1628284
tt9916762	nm5519375,nm5519454	nm9187127,nm9826385,nm9299459,nm6182221,nm1628284
tt9916764	nm6685122	nm6687687,nm10538642,nm9641593,nm10538643
tt9916766	\N	\N
tt9916768	nm5519454,nm5519375	nm9187127,nm9826385,nm9299459,nm6182221,nm1628284
tt9916770	nm5519454,nm5519375	nm9187127,nm9826385,nm9299459,nm6182221,nm1628284
tt9916774	nm5519454,nm5519375	nm9187127,nm9826385,nm9299459,nm6182221,nm1628284
tt9916776	nm8647803	\N
tt9916778	\N	\N
tt9916780	nm5519454,nm5519375	nm9187127,nm9826385,nm9299459,nm6182221,nm1628284
tt9916782	nm5519454,nm5519375	nm9187127,nm9826385,nm9299459,nm6182221,nm1628284
tt9916784	nm5519375,nm5519454	nm9187127,nm9826385,nm9299459,nm6182221,nm1628284
tt9916786	nm5519454,nm5519375	nm9187127,nm9826385,nm9299459,nm6182221,nm1628284
tt9916788	nm5519454,nm5519375	nm9187127,nm9826385,nm9299459,nm6182221,nm1628284
tt9916790	nm2317339	\N
tt9916792	nm5519454,nm5519375	nm9187127,nm9826385,nm9299459,nm6182221,nm1628284
tt9916794	nm5519454,nm5519375	nm9187127,nm9826385,nm9299459,nm6182221,nm1628284
tt9916796	nm5519454,nm5519375	nm9187127,nm9826385,nm9299459,nm6182221,nm1628284
tt9916798	nm5519454,nm5519375	nm9187127,nm9826385,nm9299459,nm6182221,nm1628284
tt9916800	nm5519375,nm5519454	nm9187127,nm9826385,nm9299459,nm6182221,nm1628284
tt9916802	nm2317339	\N
tt9916804	nm5519454,nm5519375	nm9187127,nm9826385,nm9299459,nm6182221,nm1628284
